COMMAND     PID             USER   FD      TYPE             DEVICE   SIZE/OFF                NODE NAME
loginwind   386 tokuyamamorimasa   10r      REG               1,16     633768 1152921500312170728 /System/Library/Frameworks/CoreImage.framework/Versions/A/Resources/ci_filters.metallib
loginwind   386 tokuyamamorimasa   11r      REG               1,16    1444656 1152921500312170736 /System/Library/Frameworks/CoreImage.framework/Versions/A/Resources/ci_stdlib_stitchable.metallib
loginwind   386 tokuyamamorimasa   12r      REG               1,16    4557720 1152921500312170730 /System/Library/Frameworks/CoreImage.framework/Versions/A/Resources/ci_filters_stitchable.metallib
loginwind   386 tokuyamamorimasa   14u      REG               1,16      32768            30340111 /private/var/folders/84/s8rqb2lj6kj4xs5t6z97yx1c0000gn/C/com.apple.loginwindow/com.apple.metal/32023/libraries.data
loginwind   386 tokuyamamorimasa   15u      REG               1,16        156            30385043 /private/var/folders/84/s8rqb2lj6kj4xs5t6z97yx1c0000gn/C/com.apple.loginwindow/com.apple.metal/32023/libraries.list
distnoted   559 tokuyamamorimasa  cwd       DIR               1,16        640                   2 /
distnoted   559 tokuyamamorimasa  txt       REG               1,16     357472 1152921500312513235 /usr/sbin/distnoted
distnoted   559 tokuyamamorimasa  txt       REG               1,16      56968            30379140 /Library/Preferences/Logging/.plist-cache.HsOwSfcs
distnoted   559 tokuyamamorimasa    0r      CHR                3,2        0t0                 338 /dev/null
distnoted   559 tokuyamamorimasa    1u      CHR                3,2        0t0                 338 /dev/null
distnoted   559 tokuyamamorimasa    2u      CHR                3,2      0t165                 338 /dev/null
distnoted   559 tokuyamamorimasa    3u     unix 0x9115f7317ac0aedf        0t0                     ->0x9115f7317ac099c7
cfprefsd    590 tokuyamamorimasa  cwd       DIR               1,16        640                   2 /
cfprefsd    590 tokuyamamorimasa  txt       REG               1,16     200736 1152921500312513187 /usr/sbin/cfprefsd
cfprefsd    590 tokuyamamorimasa  txt       REG               1,16      56968            30379140 /Library/Preferences/Logging/.plist-cache.HsOwSfcs
cfprefsd    590 tokuyamamorimasa    0r      CHR                3,2        0t0                 338 /dev/null
cfprefsd    590 tokuyamamorimasa    1u      CHR                3,2        0t0                 338 /dev/null
cfprefsd    590 tokuyamamorimasa    2u      CHR                3,2        0t0                 338 /dev/null
UserEvent   595 tokuyamamorimasa  cwd       DIR               1,16        640                   2 /
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     194736 1152921500312512081 /usr/libexec/UserEventAgent
UserEvent   595 tokuyamamorimasa  txt       REG               1,16      56968            30379140 /Library/Preferences/Logging/.plist-cache.HsOwSfcs
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     137360 1152921500312484961 /System/Library/UserEventPlugins/GSSNotificationForwarder.plugin/Contents/MacOS/GSSNotificationForwarder
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     137904 1152921500312485005 /System/Library/UserEventPlugins/PrinterMonitor.plugin/Contents/MacOS/PrinterMonitor
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     139648 1152921500312484864 /System/Library/UserEventPlugins/AppleHIDMouseAgent.plugin/Contents/MacOS/AppleHIDMouseAgent
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     137552 1152921500312484875 /System/Library/UserEventPlugins/BluetoothUserAgent-Plugin.plugin/Contents/MacOS/BluetoothUserAgent-Plugin
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     138560 1152921500312484886 /System/Library/UserEventPlugins/BonjourEvents.plugin/Contents/MacOS/BonjourEvents
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     140016 1152921500312484897 /System/Library/UserEventPlugins/CaptiveUserAgent.plugin/Contents/MacOS/CaptiveUserAgent
